iter	Logloss
215	0.2773364319
216	0.2772491635
217	0.2771863212
218	0.2771298077
219	0.2770398502
220	0.2767233572
221	0.2766292813
222	0.276567409
223	0.2765025601
224	0.2764013632
225	0.2763253808
226	0.2762701286
227	0.2761806953
228	0.276103516
229	0.2760519796
230	0.2759484566
231	0.2758620416
232	0.2758007748
233	0.275725377
234	0.2756044975
235	0.2755270945
236	0.2753998002
237	0.2753339717
238	0.2752506636
239	0.2751872971
240	0.2749456162
241	0.2748539791
242	0.2747879965
243	0.274724002
244	0.2746408981
245	0.2745768402
246	0.2744985799
247	0.2744357989
248	0.2743658238
249	0.2743221616
250	0.274246807
251	0.2742155172
252	0.2739941942
253	0.2739105936
254	0.2738202746
255	0.2737318055
256	0.2736726584
257	0.2735578592
258	0.2734662834
259	0.2733459522
260	0.273135377
261	0.2730643939
262	0.2730044012
263	0.2729280986
264	0.272828497
265	0.2727813053
266	0.2727223357
267	0.2726554768
268	0.2725830307
269	0.2725371721
270	0.2722667219
271	0.2721988249
272	0.2721205353
273	0.2719786065
274	0.2719164737
275	0.2718578014
276	0.271838417
277	0.2717946589
278	0.2716666044
279	0.2715033103
280	0.2713534393
281	0.2711008004
282	0.2710194204
283	0.2709352423
284	0.2708244738
285	0.27073644
286	0.2706698756
287	0.2705844814
288	0.2704130221
289	0.2703466231
290	0.2702918915
291	0.2702404183
292	0.2701544082
293	0.2700576565
294	0.269980892
295	0.2699252938
296	0.2698317231
297	0.2697621266
298	0.2696997511
299	0.2695943303
300	0.2693319822
301	0.2692416697
302	0.2691581326
303	0.2689780619
304	0.2688950715
305	0.2688402757
306	0.2687566972
307	0.2687113808
308	0.2686625672
309	0.268563607
310	0.2684935183
311	0.2684603646
312	0.268416464
313	0.2683459677
314	0.268182697
315	0.2680933074
316	0.2679897178
317	0.2679184627
318	0.2678516239
319	0.2677827438
320	0.267687905
321	0.2676353253
322	0.2675134418
323	0.2674393837
324	0.2673569269
325	0.2673091528
326	0.2672377823
327	0.2671071303
328	0.2670115136
329	0.2669249885
330	0.2668467202
331	0.2667822226
332	0.266686981
333	0.26655222
334	0.2664671654
335	0.2663495263
336	0.2662966497
337	0.2662001782
338	0.2661367781
339	0.2660553665
340	0.2659710825
341	0.2657321531
342	0.2656210454
343	0.2655478523
344	0.2654616932
345	0.265363574
346	0.2651449567
347	0.2650659594
348	0.2649926938
349	0.2649448275
350	0.2647514788
351	0.2645913612
352	0.2644832513
353	0.264459599
354	0.2643263186
355	0.2642624257
356	0.2641847817
357	0.2641310825
358	0.264066815
359	0.2640150634
360	0.2639653002
361	0.2639061654
362	0.2638512777
363	0.2637838744
364	0.263732995
365	0.2636924094
366	0.2636473222
367	0.2635383729
368	0.2634653934
369	0.2634235057
370	0.2633501813
371	0.2633183259
372	0.2632489768
373	0.2631933959
374	0.2630975827
375	0.2630315379
376	0.2630001014
377	0.2629435644
378	0.262806478
379	0.2627161429
380	0.2626759381
381	0.2626230172
382	0.2625804117
383	0.2624890884
384	0.2624449754
385	0.2622990545
386	0.262265237
387	0.2622045978
388	0.2621105931
389	0.2620637252
390	0.2619898429
391	0.2619536686
392	0.2618731303
393	0.2617704794
394	0.2617350635
395	0.2616918285
396	0.2616652074
397	0.2616252344
398	0.2615674332
399	0.2615295158
400	0.2614818508
401	0.2613763908
402	0.2613132306
403	0.2612583167
404	0.2612055617
405	0.2611249942
406	0.2609953511
407	0.2609665138
408	0.2608847679
409	0.2608252049
410	0.2607782696
411	0.2607360914
412	0.2606563257
413	0.2605724027
414	0.2605030725
415	0.26045564
416	0.2603542991
417	0.2603141886
418	0.2602563002
419	0.2601363439
420	0.2600746247
421	0.2600395828
422	0.2600049293
423	0.2599386804
424	0.2598217802
425	0.2597861089
426	0.2597527737
427	0.2597058657
428	0.2596247006
429	0.2595579336
430	0.259490281
431	0.2593941084
432	0.2593141222
433	0.2592466016
434	0.2591751965
435	0.2591214837
436	0.2590595835
437	0.259006025
438	0.2589645009
439	0.2588861928
440	0.2588426174
441	0.2588124202
442	0.2587984523
443	0.2587438027
444	0.2587015723
445	0.2586346691
446	0.2586005928
447	0.2584997581
448	0.2584390423
449	0.258398992
450	0.2583692794
451	0.2583352526
452	0.2582675818
453	0.2582553693
454	0.2582075456
455	0.2581722049
456	0.2581157233
457	0.2580644514
458	0.2580311659
459	0.2580000196
460	0.2579627438
461	0.2578931281
462	0.2578204751
463	0.2577406138
464	0.2576755066
465	0.2576462641
466	0.2575878697
467	0.2575274801
468	0.2574391553
469	0.2573937853
470	0.2573181347
471	0.2572867436
472	0.2572599379
473	0.2572161262
474	0.2571814802
475	0.2571001257
476	0.2570368246
477	0.256954098
478	0.2567868512
479	0.2567518192
480	0.256726796
481	0.2566919056
482	0.2566313196
483	0.2565831263
484	0.2565079119
485	0.2564564432
486	0.2564067889
487	0.2563231048
488	0.2562942941
489	0.2562428961
490	0.256186923
491	0.2561635713
492	0.2560813605
493	0.256051584
494	0.2560369008
495	0.2559865973
496	0.2559214813
497	0.2558812573
498	0.2558131421
499	0.2557677204
500	0.2557242641
501	0.2557126119
502	0.2556416698
503	0.2555425058
504	0.2554643012
505	0.2554385124
506	0.2553760887
507	0.2553507673
508	0.255324114
509	0.255293251
510	0.2552392855
511	0.2552158674
512	0.2551603702
513	0.2551179381
514	0.2550825994
515	0.255056635
516	0.2549815074
517	0.2549370122
518	0.2548856865
519	0.2548097172
520	0.254745176
521	0.2546975158
522	0.2546433788
523	0.2545907633
524	0.2545320048
525	0.2544572093
526	0.2544336486
527	0.2543813252
528	0.2543203326
529	0.2542350896
530	0.2542259845
531	0.2541957596
532	0.2541500101
533	0.2540927784
534	0.2540240571
535	0.2539951542
536	0.2539223072
537	0.2538894094
538	0.2538480566
539	0.2538192721
540	0.2537615614
541	0.2537510037
542	0.2537040796
543	0.2536713492
544	0.253647648
545	0.2536393459
546	0.2535660927
547	0.2535079517
548	0.2533783493
549	0.2533339648
550	0.2532916053
551	0.2532254262
552	0.2531671908
553	0.2531362229
554	0.2530715428
555	0.2530063124
556	0.2529805245
557	0.2529116455
558	0.2528735124
559	0.2528165669
560	0.2527394562
561	0.2526993196
562	0.2526820424
563	0.2526149705
564	0.2525935929
565	0.2525451458
566	0.2525264835
567	0.2524916797
568	0.2524501444
569	0.2524387611
570	0.2524088725
571	0.2523829101
572	0.2523365317
573	0.2523103537
574	0.2522713184
575	0.2522419613
576	0.2522299361
577	0.2522069752
578	0.2521522987
579	0.2520987608
580	0.2520521026
581	0.25201865
582	0.2519663491
583	0.2518404268
584	0.2518083607
585	0.2517921222
586	0.2517531242
587	0.2517160724
588	0.2516975368
589	0.2516400847
590	0.2515979581
591	0.2515867894
592	0.2515349724
593	0.2515250368
594	0.2514824726
595	0.251426308
596	0.2513424421
597	0.2513081036
598	0.2512726237
599	0.2512289998
600	0.2512177714
601	0.2511872619
602	0.2511459965
603	0.2510749942
604	0.2510333211
605	0.2510128069
606	0.2509976535
607	0.2509812935
608	0.2509714968
609	0.2509116762
610	0.2509022694
611	0.2508776161
612	0.2507728586
613	0.2507272605
614	0.2506886186
615	0.2506277884
616	0.2505860952
617	0.2505552127
618	0.250539927
619	0.2504689606
620	0.2504352279
621	0.2504267836
622	0.2503547607
623	0.2503203961
624	0.250255701
625	0.2502271715
626	0.2502035236
627	0.2501484671
628	0.2501082589
629	0.250046556
630	0.2499873504
631	0.2499579877
632	0.2498753629
633	0.2498153116
634	0.2497642384
635	0.2497416382
636	0.2496783618
637	0.2496664852
638	0.2496285206
639	0.2495757648
640	0.2495396376
641	0.2494871491
642	0.2494670963
643	0.2494329996
644	0.2494149213
645	0.2493831831
646	0.2493616752
647	0.2493003144
648	0.2492801215
649	0.2492205965
650	0.249186061
651	0.2491577158
652	0.2491387511
653	0.2490962704
654	0.2490781883
655	0.2490568309
656	0.2490136291
657	0.2489538971
658	0.2489219043
659	0.2488583542
660	0.2487946934
661	0.2487171198
662	0.2486666972
663	0.2486292293
664	0.2485913574
665	0.2485152805
666	0.2484304071
667	0.2483713648
668	0.2483271839
669	0.2483091971
670	0.2482772962
671	0.2482232321
672	0.248212686
673	0.2481623861
674	0.2481431417
675	0.2481226032
676	0.2480955273
677	0.2480481349
678	0.2479769632
679	0.2479493793
680	0.247899891
681	0.2478592834
682	0.2478229152
683	0.2478055573
684	0.2477960316
685	0.2477689904
686	0.2476969058
687	0.2476577624
688	0.2475864376
689	0.2475371868
690	0.2474612334
691	0.2474240583
692	0.2473802774
693	0.2473287206
694	0.2472773834
695	0.2472529326
696	0.2471811694
697	0.2471089886
698	0.2471038489
699	0.2470721026
700	0.2470579911
701	0.2470242172
702	0.2469675859
703	0.2469481925
704	0.2468890122
705	0.2468525098
706	0.2468379268
707	0.2467972686
708	0.2467056407
709	0.2466757089
710	0.2466309269
711	0.2466148067
712	0.2465847929
713	0.2465532404
714	0.2465064744
715	0.2464970896
716	0.2464539884
717	0.2464172242
718	0.2463270692
719	0.2462853406
720	0.2462660621
721	0.24624149
722	0.2462067396
723	0.2461920977
724	0.2461254485
725	0.2460673689
726	0.2460435824
727	0.2460059218
728	0.2459446017
729	0.2458710682
730	0.245823704
731	0.2457897312
732	0.2457244984
733	0.2456832305
734	0.2456302933
735	0.2455944171
736	0.2455903036
737	0.2455618595
738	0.2455367548
739	0.2455209048
740	0.2454325611
741	0.2454005037
742	0.2453358209
743	0.2452742359
744	0.2452277765
745	0.2452044308
746	0.2451220281
747	0.2450815084
748	0.2450625516
749	0.2450406576
750	0.2450024527
751	0.2449931751
752	0.2449346248
753	0.2448931894
754	0.2448620359
755	0.2447900775
756	0.2447565112
757	0.2447256264
758	0.2446958825
759	0.244668263
760	0.2446156397
761	0.2446118626
762	0.2445580973
763	0.2445474877
764	0.2444887945
765	0.2444679548
766	0.2444392872
767	0.2444032056
768	0.2443491693
769	0.2443026271
770	0.2442760093
771	0.2442166765
772	0.2441828475
773	0.2441225981
774	0.2440910332
775	0.2440748224
776	0.244024809
777	0.2439970717
778	0.2439326928
779	0.2438591713
780	0.24382089
781	0.2438003471
782	0.243773612
783	0.2437604735
784	0.2437193719
785	0.2436727175
786	0.2436576454
787	0.2436064606
788	0.2435842298
789	0.2435530149
790	0.2435115775
791	0.2434703965
792	0.2434431919
793	0.2434307072
794	0.2434113735
795	0.2433753676
796	0.2433048793
797	0.24327952
798	0.2432533473
799	0.2432224423
800	0.2432079945
801	0.2431715718
802	0.2431295451
803	0.2430980096
804	0.2430571665
805	0.2429727679
806	0.2429492236
807	0.2429440606
808	0.2429202254
809	0.2429074951
810	0.2428585792
811	0.242835885
812	0.2428166833
813	0.2428139747
814	0.242806464
815	0.2427275348
816	0.2427155353
817	0.242693823
818	0.2426573929
819	0.242647714
820	0.2426192869
821	0.2426036967
822	0.2425790361
823	0.242514688
824	0.2424915923
825	0.2424658223
826	0.2424370543
827	0.2424212168
828	0.2423886095
829	0.2423823903
830	0.2423518169
831	0.2423304377
832	0.2423125764
833	0.2422645932
834	0.2422417587
835	0.2421997657
836	0.2421764803
837	0.24216162
838	0.2421108204
839	0.2420890846
840	0.2420708187
841	0.242024445
842	0.2420197306
843	0.2419994077
844	0.2419920816
845	0.2419229477
846	0.2418924713
847	0.2418498096
848	0.241798647
849	0.2417575656
850	0.241706374
851	0.2416273816
852	0.2416225982
853	0.2416038126
854	0.2415833716
855	0.2415568913
856	0.2415307227
857	0.2415061045
858	0.2414660742
859	0.2414433155
860	0.2414309479
861	0.2414082391
862	0.2413277424
863	0.241299361
864	0.2412722451
865	0.2412467514
866	0.2412390928
867	0.2411812781
868	0.2411555834
869	0.2410890395
870	0.2410713794
871	0.2410030034
872	0.240951766
873	0.2409290816
874	0.2409022326
875	0.2408647605
876	0.2408291583
877	0.2408079642
878	0.2407702691
879	0.2407357321
880	0.2406997369
881	0.240647073
882	0.2406277717
883	0.2405962129
884	0.2405641375
885	0.2405347998
886	0.2405039218
887	0.2404444421
888	0.2404011768
889	0.2403753322
890	0.2403130651
891	0.2402907781
892	0.2402593151
893	0.2402428084
894	0.2401777572
895	0.2401582273
896	0.2401384936
897	0.2400886778
898	0.2400180484
899	0.2399685893
900	0.2399400133
901	0.2399361894
902	0.2399158089
903	0.2398975213
904	0.2398816548
905	0.2398297319
906	0.2397895078
907	0.2397662764
908	0.2397529122
909	0.2397221588
910	0.2396614772
911	0.2396230758
912	0.2395845811
913	0.2395406606
914	0.2394806037
915	0.2394593324
916	0.239395064
917	0.2393438682
918	0.2393222836
919	0.2392789428
920	0.2392436646
921	0.2391874947
922	0.239124609
923	0.2390865071
924	0.2390599431
925	0.2390397758
926	0.2390059334
927	0.2389661086
928	0.2389340982
929	0.2388680676
930	0.238852306
931	0.2388159498
932	0.2387603773
933	0.238727887
934	0.2386760236
935	0.2386483618
936	0.2386368219
937	0.2385676485
938	0.2385377926
939	0.2385255401
940	0.2385055439
941	0.2384583441
942	0.2384260602
943	0.2384172714
944	0.2384075701
945	0.2383717332
946	0.2383183917
947	0.2382856718
948	0.2382703323
949	0.2382397037
950	0.238193636
951	0.2381706434
952	0.2381413796
953	0.2381300403
954	0.2381068614
955	0.2380673226
956	0.2380071214
957	0.2379808714
958	0.2379139848
959	0.2378598573
960	0.2378243947
961	0.2377787381
962	0.237710485
963	0.2376680372
964	0.2376132132
965	0.2375366316
966	0.2374965666
967	0.2374342468
968	0.2373786874
969	0.2373547055
970	0.2372854597
971	0.2372459242
972	0.2372157297
973	0.2371787884
974	0.2371576612
975	0.237143873
976	0.237104375
977	0.2370759606
978	0.2370626777
979	0.2370047434
980	0.2369813595
981	0.2369319253
982	0.2368900016
983	0.2368467519
984	0.2368275775
985	0.2368029896
986	0.2367857884
987	0.236780986
988	0.2367369525
989	0.2366786128
990	0.2366447905
991	0.2365899516
992	0.2365557672
993	0.2365433949
994	0.2364888579
995	0.2364725902
996	0.2364289155
997	0.2363607819
998	0.2363470661
999	0.2363259927
